>CAH9_HUMAN,0000269,0,269
>CALRL_HUMAN,0000269,0,269
>CALR_HUMAN,0000269,0,269
>CALU_HUMAN,0000269,0,269
>CAP7_HUMAN,0000269,0,269
>CART_HUMAN,0000269,0,305
>CASQ2_HUMAN,0000250,0,250
>CATC_HUMAN,0000269,0,305
>CATE_HUMAN,0000269,0,269
>CATL1_HUMAN,0000250,0,269
>CATW_HUMAN,0000269,0,269
>CBLN3_HUMAN,0000269,0,250
>CBLN4_HUMAN,0000269,0,250
>CBPB1_HUMAN,0000269,0,250
>CBPM_HUMAN,0000269,0,269
>CBPO_HUMAN,0000269,0,269
>CC134_HUMAN,0000269,0,269
>CC4L_HUMAN,0000250,0,250
>CCDC3_HUMAN,0000250,0,250
>CCL17_HUMAN,0000269,0,269
>CCL20_HUMAN,0000269,0,269
>CCL24_HUMAN,0000269,0,269
>CCL26_HUMAN,0000269,0,269
>CCL27_HUMAN,0000269,0,250
>CCL2_HUMAN,0000269,0,269
>CCN3_HUMAN,0000269,0,269
>CCN5_HUMAN,0000269,0,305
>CD177_HUMAN,0000269,0,269
>CD226_HUMAN,0000269,0,305
>CD244_HUMAN,0000269,0,269
>CD276_HUMAN,0000269,0,305
>CD320_HUMAN,0000269,0,269
>CD44_HUMAN,0000250,0,269
>CD4_HUMAN,0000269,0,269
>CD5L_HUMAN,0000269,0,269
>CD79A_HUMAN,0000269,0,250
>CD79B_HUMAN,0000269,0,250
>CD99_HUMAN,0000269,0,305
>CDCP1_HUMAN,0000269,0,305
>CEAM6_HUMAN,0000269,0,269
>CEAM7_HUMAN,0000269,0,269
>CELA1_HUMAN,0000250,0,250
>CEL_HUMAN,0000269,0,269
>CER1_HUMAN,0000269,0,305
>CERU_HUMAN,0000269,0,250
>CFAH_HUMAN,0000269,0,269
>CGB3_HUMAN,0000269,0,269
>CGB7_HUMAN,0000250,0,269
>CH3L1_HUMAN,0000269,0,269
>CHLE_HUMAN,0000269,0,269
>CLC11_HUMAN,0000269,0,269
>CLC14_HUMAN,0000269,0,305
>CLC3A_HUMAN,0000269,0,269
>CLM1_HUMAN,0000269,0,305
>CLM9_HUMAN,0000269,0,250
>CLUS_HUMAN,0000269,0,269
>CMGA_HUMAN,0000269,0,269
>CO1A2_HUMAN,0000250,0,255
>CO4A1_HUMAN,0000269,0,250
>CO9_HUMAN,0000269,0,269
>COGA1_HUMAN,0000269,0,269
>COLI_HUMAN,0000269,0,250
>COLL2_HUMAN,0000269,0,305
>CRDL2_HUMAN,0000269,0,305
>CREG1_HUMAN,0000269,0,269
>CREL2_HUMAN,0000269,0,269
>CRF_HUMAN,0000305,0,250
>CRIM1_HUMAN,0000269,0,269
>CRLF1_HUMAN,0000269,0,269
>CSF1_HUMAN,0000269,0,269
>CSPG2_HUMAN,0000269,0,269
>CST9L_HUMAN,0000269,0,305
>CSTN1_HUMAN,0000269,0,269
>CTNS_HUMAN,0000269,0,269
>CXL10_HUMAN,0000269,0,269
>CXL17_HUMAN,0000269,0,269
>CYTC_HUMAN,0000269,0,269
>CYTD_HUMAN,0000269,0,269
>CYTL1_HUMAN,0000269,0,269
>CYTN_HUMAN,0000269,0,269
>CYTS_HUMAN,0000269,0,269
>CYTT_HUMAN,0000269,0,269
>D106A_HUMAN,0000305,0,269
>DAF_HUMAN,0000269,0,269
>DB127_HUMAN,0000269,0,305
>DCD_HUMAN,0000269,0,269
>DERM_HUMAN,0000250,0,250
>DJB11_HUMAN,0000250,0,269
>DLK1_HUMAN,0000269,0,250
>DLL4_HUMAN,0000269,0,305
>DMKN_HUMAN,0000269,0,269
>DNAS1_HUMAN,0000269,0,269
>DNSL3_HUMAN,0000250,0,269
>DPEP1_HUMAN,0000269,0,269
>DRA_HUMAN,0000269,0,269
>DRB1_HUMAN,0000269,0,269
>DRB5_HUMAN,0000269,0,269
>EDAR_HUMAN,0000269,0,305
>EFNA1_HUMAN,0000269,0,269
>EFNA4_HUMAN,0000269,0,305
>EFNB1_HUMAN,0000269,0,269
>EGFL8_HUMAN,0000269,0,305
>EGFR_HUMAN,0000269,0,269
>EGLN_HUMAN,0000269,0,269
>ELA_HUMAN,0000305,0,269
>ELN_HUMAN,0000250,0,269
>EMC10_HUMAN,0000269,0,269
>EMC1_HUMAN,0000269,0,269
>EMC7_HUMAN,0000269,0,269
>EMIL1_HUMAN,0000269,0,269
>ENDOU_HUMAN,0000269,0,305
>ENPL_HUMAN,0000269,0,269
>ENPP2_HUMAN,0000250,0,269
>ENPP5_HUMAN,0000250,0,305
>ENPP6_HUMAN,0000250,0,269
>EPGN_HUMAN,0000269,0,305
>EPHA3_HUMAN,0000269,0,269
>EPHB1_HUMAN,0000269,0,269
>EPHB6_HUMAN,0000269,0,305
>EPO_HUMAN,0000269,0,269
>ERO1A_HUMAN,0000269,0,269
>ESAM_HUMAN,0000269,0,250
>EST1_HUMAN,0000269,0,269
>EST2_HUMAN,0000269,0,269
>F13B_HUMAN,0000269,0,269
>F237A_HUMAN,0000305,0,305
>F237B_HUMAN,0000305,0,305
>FBLN4_HUMAN,0000269,0,269
>FBN1_HUMAN,0000269,0,269
>FCERA_HUMAN,0000269,0,269
>FCG2A_HUMAN,0000269,0,269
>FCGR1_HUMAN,0000269,0,269
>FCGRN_HUMAN,0000269,0,269
>FCN1_HUMAN,0000269,0,269
>FCRL2_HUMAN,0000269,0,269
>FCRLA_HUMAN,0000269,0,269
>FGF21_HUMAN,0000269,0,250
>FGF23_HUMAN,0000269,0,269
>FGL1_HUMAN,0000269,0,269
>FGRL1_HUMAN,0000269,0,269
>FIBA_HUMAN,0000269,0,269
>FIBB_HUMAN,0000269,0,269
>FIBG_HUMAN,0000269,0,269
>FIBIN_HUMAN,0000269,0,269
>FINC_HUMAN,0000269,0,305
>FKB14_HUMAN,0000269,0,269
>FLRT2_HUMAN,0000269,0,250
>FSHB_HUMAN,0000269,0,269
>FSTL1_HUMAN,0000269,0,305
>FSTL3_HUMAN,0000269,0,269
>FXYD3_HUMAN,0000269,0,305
>FXYD6_HUMAN,0000250,0,305
>FZD3_HUMAN,0000269,0,250
>G6B_HUMAN,0000269,0,269
>G6PE_HUMAN,0000250,0,305
>GBA1_HUMAN,0000269,0,269
>GBRB2_HUMAN,0000250,0,269
>GGH_HUMAN,0000250,0,269
>GLHA_HUMAN,0000269,0,269
>GLPA_HUMAN,0000269,0,269
>GLRA1_HUMAN,0000250,0,269
>GLRB_HUMAN,0000250,0,269
>GLU2B_HUMAN,0000269,0,305
>GNAS3_HUMAN,0000250,0,250
>GP15L_HUMAN,0000269,0,269
>GP2_HUMAN,0000250,0,269
>GPC3_HUMAN,0000269,0,269
>GPI8_HUMAN,0000269,0,269
>GPRL1_HUMAN,0000269,0,250
>GREM1_HUMAN,0000269,0,305
>GRP_HUMAN,0000250,0,269
>GUC2D_HUMAN,0000250,0,269
>HABP2_HUMAN,0000269,0,269
>HIS3_HUMAN,0000269,0,269
>HLAA_HUMAN,0000269,0,269
>HLAB_HUMAN,0000269,0,269
>HMR1_HUMAN,0000269,0,269
>HPSE_HUMAN,0000269,0,250
>HRG_HUMAN,0000269,0,269
>HS3S1_HUMAN,0000250,0,305
>HV102_HUMAN,0000269,0,303
>HV146_HUMAN,0000269,0,303
>HV169_HUMAN,0000269,0,303
>HV205_HUMAN,0000269,0,303
>HV270_HUMAN,0000269,0,303
>HV307_HUMAN,0000269,0,303
>HV309_HUMAN,0000269,0,303
>HV311_HUMAN,0000269,0,303
>HV313_HUMAN,0000269,0,303
>HV323_HUMAN,0000269,0,303
>HV330_HUMAN,0000269,0,303
>HV333_HUMAN,0000269,0,303
>HV348_HUMAN,0000269,0,303
>HV353_HUMAN,0000269,0,303
>HV439_HUMAN,0000269,0,303
>HV459_HUMAN,0000269,0,303
>I10R1_HUMAN,0000269,0,269
>I17RA_HUMAN,0000269,0,269
>I17RC_HUMAN,0000269,0,269
>I18BP_HUMAN,0000269,0,269
>I20RA_HUMAN,0000269,0,250
>I20RB_HUMAN,0000269,0,250
>I22R2_HUMAN,0000269,0,269
>IBP3_HUMAN,0000269,0,269
>IBP6_HUMAN,0000305,0,305
>ICAM2_HUMAN,0000269,0,250
>IFNA2_HUMAN,0000269,0,269
>IGF1R_HUMAN,0000269,0,269
>IGF2_HUMAN,0000269,0,269
>IGFL1_HUMAN,0000269,0,269
>IGFL3_HUMAN,0000269,0,305
>IGJ_HUMAN,0000269,0,250
>IGSF8_HUMAN,0000269,0,250
>IHH_HUMAN,0000305,0,269
>IL12A_HUMAN,0000269,0,269
>IL17F_HUMAN,0000269,0,250
>IL17_HUMAN,0000269,0,269
>IL18R_HUMAN,0000269,0,269
>IL1RA_HUMAN,0000269,0,269
>IL20_HUMAN,0000269,0,269
>IL21_HUMAN,0000250,0,269
>IL24_HUMAN,0000269,0,269
>IL31R_HUMAN,0000269,0,305
>IL40_HUMAN,0000269,0,269
>IL5_HUMAN,0000269,0,269
>IL6RA_HUMAN,0000269,0,269
>IL6_HUMAN,0000269,0,269
>ILRL1_HUMAN,0000269,0,269
>INSL4_HUMAN,0000269,0,250
>INSR_HUMAN,0000269,0,305
>IPSP_HUMAN,0000269,0,269
>ISK1_HUMAN,0000269,0,269
>ISK2_HUMAN,0000269,0,269
>ISK4_HUMAN,0000250,0,250
>ISK6_HUMAN,0000269,0,250
>ISK9_HUMAN,0000269,0,305
>ITA3_HUMAN,0000269,0,269
>ITA5_HUMAN,0000269,0,269
>ITA6_HUMAN,0000269,0,269
>ITAM_HUMAN,0000269,0,269
>ITAV_HUMAN,0000269,0,269
>ITB7_HUMAN,0000269,0,305
>ITLN1_HUMAN,0000269,0,269
>JAM1_HUMAN,0000269,0,269
>JAM2_HUMAN,0000269,0,269
>JAM3_HUMAN,0000269,0,269
>JAML_HUMAN,0000269,0,269
>KAZD1_HUMAN,0000269,0,250
>KI2L1_HUMAN,0000269,0,269
>KI2L4_HUMAN,0000250,0,269
>KI2S1_HUMAN,0000250,0,269
>KI2S5_HUMAN,0000250,0,269
>KIRR2_HUMAN,0000269,0,250
>KLK7_HUMAN,0000269,0,269
>KV105_HUMAN,0000269,0,303
>KV116_HUMAN,0000269,0,303
>KV117_HUMAN,0000269,0,303
>KV133_HUMAN,0000269,0,303
>KV139_HUMAN,0000269,0,303
>KV315_HUMAN,0000269,0,303
>KV320_HUMAN,0000269,0,303
>KV401_HUMAN,0000269,0,303
>KVD12_HUMAN,0000269,0,303
>KVD28_HUMAN,0000269,0,303
>KVD33_HUMAN,0000269,0,303
>KVD40_HUMAN,0000269,0,303
>L1CAM_HUMAN,0000269,0,269
>LAMP1_HUMAN,0000269,0,269
>LAMP2_HUMAN,0000269,0,269
>LBP_HUMAN,0000269,0,269
>LCAT_HUMAN,0000269,0,269
>LCTL_HUMAN,0000269,0,250
>LDLR_HUMAN,0000250,0,269
>LECT2_HUMAN,0000250,0,269
>LEUK_HUMAN,0000269,0,269
>LG3BP_HUMAN,0000269,0,269
>LGMN_HUMAN,0000269,0,269
>LICH_HUMAN,0000269,0,250
>LIPC_HUMAN,0000269,0,269
>LIPF_HUMAN,0000269,0,250
>LIPL_HUMAN,0000269,0,269
>LIRA3_HUMAN,0000269,0,305
>LRC32_HUMAN,0000269,0,269
>LRC55_HUMAN,0000269,0,250
>LRRN1_HUMAN,0000269,0,305
>LTBP2_HUMAN,0000250,0,269
>LV140_HUMAN,0000269,0,303
>LV144_HUMAN,0000269,0,303
>LV147_HUMAN,0000269,0,303
>LV151_HUMAN,0000269,0,303
>LV208_HUMAN,0000269,0,303
>LV211_HUMAN,0000269,0,303
>LV214_HUMAN,0000269,0,303
>LV223_HUMAN,0000269,0,303
>LV301_HUMAN,0000269,0,303
>LV319_HUMAN,0000269,0,303
>LV321_HUMAN,0000269,0,303
>LV325_HUMAN,0000269,0,303
>LV327_HUMAN,0000269,0,303
>LV657_HUMAN,0000269,0,303
>LY75_HUMAN,0000269,0,250
>LYOX_HUMAN,0000250,0,269
>LYPD5_HUMAN,0000269,0,305
>LYPD6_HUMAN,0000269,0,269
>MANF_HUMAN,0000269,0,269
>MASP1_HUMAN,0000269,0,269
>MBL2_HUMAN,0000269,0,269
>MCP_HUMAN,0000269,0,269
>MER34_HUMAN,0000269,0,269
>METRN_HUMAN,0000250,0,250
>MFAP4_HUMAN,0000269,0,269
>MIME_HUMAN,0000269,0,250
>MINP1_HUMAN,0000250,0,250
>MIS_HUMAN,0000269,0,269
>MMP10_HUMAN,0000305,0,305
>MMP12_HUMAN,0000305,0,305
>MMP13_HUMAN,0000269,0,269
>MMP2_HUMAN,0000269,0,305
>MMP3_HUMAN,0000305,0,269
>MMP7_HUMAN,0000269,0,305
>MMP8_HUMAN,0000269,0,305
>MMP9_HUMAN,0000269,0,269
>MPRI_HUMAN,0000269,0,269
>MPZL3_HUMAN,0000269,0,305
>MUC15_HUMAN,0000250,0,305
>MUC1_HUMAN,0000269,0,269
>MUCL1_HUMAN,0000269,0,305
>MYDGF_HUMAN,0000269,0,269
>MYOC_HUMAN,0000269,0,269
>NAAA_HUMAN,0000269,0,269
>NAGAB_HUMAN,0000269,0,269
>NAGPA_HUMAN,0000269,0,269
>NCAM1_HUMAN,0000250,0,305
>NEGR1_HUMAN,0000250,0,250
>NETO2_HUMAN,0000269,0,305
>NEUR1_HUMAN,0000269,0,269
>NGAL_HUMAN,0000269,0,269
>NMB_HUMAN,0000250,0,250
>NPC2_HUMAN,0000269,0,269
>NPY_HUMAN,0000269,0,250
>NRP1_HUMAN,0000269,0,269
>NRX1A_HUMAN,0000250,0,305
>NRX1B_HUMAN,0000250,0,250
>NRX2B_HUMAN,0000250,0,305
>NRX3A_HUMAN,0000250,0,250
>NTNG1_HUMAN,0000269,0,269
>NUCB1_HUMAN,0000250,0,250
>NXPH3_HUMAN,0000269,0,305
>OLFL1_HUMAN,0000269,0,269
>OLM2A_HUMAN,0000250,0,269
>OLM2B_HUMAN,0000250,0,250
>OPCM_HUMAN,0000250,0,250
>OPT_HUMAN,0000250,0,269
>OREX_HUMAN,0000250,0,250
>OST48_HUMAN,0000250,0,250
>OSTCN_HUMAN,0000305,0,269
>OTOR_HUMAN,0000269,0,305
>OXLA_HUMAN,0000269,0,269
>P3IP1_HUMAN,0000269,0,269
>PA21B_HUMAN,0000269,0,269
>PA2GA_HUMAN,0000269,0,269
>PAEP_HUMAN,0000269,0,269
>PAG15_HUMAN,0000269,0,269
>PARM1_HUMAN,0000269,0,269
>PCDA2_HUMAN,0000269,0,250
>PCDB6_HUMAN,0000250,0,250
>PCDB8_HUMAN,0000250,0,250
>PCDBA_HUMAN,0000269,0,250
>PCDG4_HUMAN,0000305,0,250
>PCOC2_HUMAN,0000269,0,305
>PCSK5_HUMAN,0000250,0,250
>PCSK7_HUMAN,0000250,0,250
>PD1L2_HUMAN,0000269,0,269
>PDIA1_HUMAN,0000269,0,269
>PDIA3_HUMAN,0000269,0,269
>PDIA6_HUMAN,0000269,0,269
>PDPN_HUMAN,0000269,0,269
>PDXL2_HUMAN,0000269,0,305
>PEBP4_HUMAN,0000269,0,269
>PERF_HUMAN,0000250,0,269
>PG12A_HUMAN,0000305,0,269
>PGCA_HUMAN,0000269,0,250
>PGLT1_HUMAN,0000269,0,269
>PGS1_HUMAN,0000250,0,250
>PGS2_HUMAN,0000250,0,269
>PI16_HUMAN,0000269,0,269
>PIGR_HUMAN,0000269,0,269
>PIGT_HUMAN,0000269,0,269
>PLA2R_HUMAN,0000250,0,305
>PLBL2_HUMAN,0000269,0,269
>PLF4_HUMAN,0000269,0,269
>PLMN_HUMAN,0000269,0,269
>PLM_HUMAN,0000250,0,250
>PLTP_HUMAN,0000269,0,269
>PMEL_HUMAN,0000269,0,269
>PO210_HUMAN,0000250,0,269
>PPAP_HUMAN,0000269,0,269
>PPB1_HUMAN,0000269,0,269
>PPBI_HUMAN,0000269,0,250
>PPBT_HUMAN,0000269,0,269
>PPIB_HUMAN,0000269,0,269
>PPT1_HUMAN,0007744,0,269
>PRDX4_HUMAN,0000269,0,269
>PRG2_HUMAN,0000269,0,269
>PRIMA_HUMAN,0000250,0,250
>PRIO_HUMAN,0000250,0,269
>PRND_HUMAN,0000269,0,269
>PROL1_HUMAN,0000269,0,269
>PRP1_HUMAN,0000269,0,269
>PRRT3_HUMAN,0000269,0,305
>PRS57_HUMAN,0000269,0,269
>PSCA_HUMAN,0000269,0,269
>PTGDS_HUMAN,0000269,0,269
>PTN_HUMAN,0000269,0,269
>PTPRN_HUMAN,0000250,0,269
>PTPRZ_HUMAN,0000250,0,305
>RARR2_HUMAN,0000269,0,250
>REG3A_HUMAN,0000250,0,269
>REG3G_HUMAN,0000269,0,250
>REG4_HUMAN,0000269,0,269
>RENI_HUMAN,0000269,0,269
>RET4_HUMAN,0000269,0,269
>RISC_HUMAN,0000269,0,305
>RNAS2_HUMAN,0000269,0,305
>RNAS4_HUMAN,0000269,0,269
>RNAS6_HUMAN,0000250,0,269
>RNAS7_HUMAN,0000269,0,269
>RNAS9_HUMAN,0000269,0,305
>RPN2_HUMAN,0000269,0,305
>RTN4R_HUMAN,0000269,0,269
>S39A6_HUMAN,0000269,0,269
>SAA1_HUMAN,0000269,0,269
>SAA2_HUMAN,0000269,0,250
>SAP_HUMAN,0000269,0,269
>SARAF_HUMAN,0000269,0,269
>SCG1_HUMAN,0000269,0,269
>SCRG1_HUMAN,0000269,0,305
>SE6L2_HUMAN,0000269,0,269
>SEM6B_HUMAN,0000269,0,269
>SFRP2_HUMAN,0000269,0,250
>SFRP3_HUMAN,0000269,0,305
>SFTA2_HUMAN,0000269,0,269
>SG1D1_HUMAN,0000269,0,305
>SG2A1_HUMAN,0000269,0,305
>SG3A1_HUMAN,0000269,0,269
>SG3A2_HUMAN,0000269,0,269
>SHBG_HUMAN,0000269,0,250
>SHH_HUMAN,0000269,0,269
>SHSA2_HUMAN,0000269,0,250
>SIDT2_HUMAN,0000269,0,269
>SLAF5_HUMAN,0000269,0,269
>SLAF6_HUMAN,0000269,0,305
>SLPI_HUMAN,0000269,0,269
>SLUR1_HUMAN,0000269,0,269
>SN_HUMAN,0000250,0,269
>SORT_HUMAN,0000250,0,269
>SOSD1_HUMAN,0000269,0,269
>SOST_HUMAN,0000269,0,269
>SPA12_HUMAN,0000250,0,305
>SPHM_HUMAN,0000269,0,269
>SPIT1_HUMAN,0000269,0,269
>SPIT2_HUMAN,0000269,0,269
>SPP2A_HUMAN,0000269,0,269
>SPP2B_HUMAN,0000269,0,269
>SPP2C_HUMAN,0000269,0,269
>SPRC_HUMAN,0000269,0,269
>SRGN_HUMAN,0000269,0,269
>STIM2_HUMAN,0000269,0,269
>STS_HUMAN,0000269,0,269
>SUMF1_HUMAN,0000269,0,269
>SYCN_HUMAN,0000250,0,250
>TAFA5_HUMAN,0000269,0,269
>TCO2_HUMAN,0000269,0,269
>TDGF1_HUMAN,0000269,0,269
>TEFF2_HUMAN,0000269,0,305
>TFF1_HUMAN,0000269,0,269
>TFF3_HUMAN,0000269,0,269
>TFPI1_HUMAN,0000269,0,269
>TGFB1_HUMAN,0000269,0,269
>TGFR1_HUMAN,0000269,0,269
>TGFR2_HUMAN,0000269,0,269
>THYG_HUMAN,0000250,0,269
>TICN2_HUMAN,0000269,0,305
>TIE1_HUMAN,0000269,0,269
>TIE2_HUMAN,0000269,0,269
>TIMP1_HUMAN,0000269,0,269
>TINAL_HUMAN,0000269,0,269
>TLR1_HUMAN,0000269,0,269
>TLR3_HUMAN,0000269,0,269
>TLR4_HUMAN,0000269,0,269
>TLR5_HUMAN,0000269,0,269
>TM2D1_HUMAN,0000269,0,269
>TMED1_HUMAN,0000269,0,269
>TMED9_HUMAN,0000250,0,250
>TMEDA_HUMAN,0000269,0,269
>TMIG2_HUMAN,0000269,0,269
>TMM25_HUMAN,0000269,0,305
>TMM9B_HUMAN,0000269,0,269
>TNR14_HUMAN,0000269,0,269
>TNR19_HUMAN,0000269,0,305
>TNR1A_HUMAN,0000269,0,269
>TNR9_HUMAN,0000269,0,305
>TOR1A_HUMAN,0000305,0,269
>TPP1_HUMAN,0000269,0,269
>TPSNR_HUMAN,0000269,0,269
>TPSN_HUMAN,0007744,0,305
>TR10D_HUMAN,0000269,0,255
>TR19L_HUMAN,0000269,0,269
>TSG6_HUMAN,0000269,0,269
>TX101_HUMAN,0000250,0,250
>TXD12_HUMAN,0000269,0,269
>UD2B4_HUMAN,0000250,0,305
>UD2B7_HUMAN,0000250,0,269
>UDB10_HUMAN,0000250,0,305
>UGGG1_HUMAN,0000250,0,269
>ULBP1_HUMAN,0000250,0,269
>ULBP2_HUMAN,0000269,0,269
>ULBP5_HUMAN,0000250,0,269
>UPAR_HUMAN,0000269,0,269
>UPK3A_HUMAN,0000250,0,250
>UROK_HUMAN,0000269,0,269
>VCAM1_HUMAN,0000269,0,269
>VGFR1_HUMAN,0000269,0,269
>VGFR3_HUMAN,0000269,0,269
>VISTA_HUMAN,0000269,0,269
>VMO1_HUMAN,0000269,0,305
>VSIG2_HUMAN,0000269,0,305
>VSIG4_HUMAN,0000269,0,305
>VSTM1_HUMAN,0000269,0,269
>VTDB_HUMAN,0000269,0,269
>VTNC_HUMAN,0000269,0,269
>VWF_HUMAN,0000269,0,269
>WFKN2_HUMAN,0000250,0,250
>ZG16_HUMAN,0000269,0,269
>ZP3_HUMAN,0000269,0,269
